Department,Category,Item Lookup Code,Description,Cost,Price,Price A,Price B,Price C
ELECTRONICS & ACCESSORIES,,085011500305,POWERMATIC MINI WHITE,12.5000,16.0000,16.0000,16.0000,16.0000
ELECTRONICS & ACCESSORIES,,077170260695,GAMBLER INJECTOR 100MM 6CT,25.5000,30.0000,30.0000,0.0000,0.0000
SMOKE SUPPLIES,MISC,077170260084,TOP PLASTIC CIG CS 100'S 12CT,13.5000,19.0000,16.5000,19.0000,19.0000
SMOKE SUPPLIES,LIGHTERS,070330618930,BIC LIMITED ASTROLOGY 50CT,58.5000,65.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,10077170260111,TOP STRONG BOX KING SIZE 12PK,13.5000,17.0000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,720707207648,PINK PUSSYCAT HONEY 12CT BOX,8.0000,15.0000,0.0000,0.0000,0.0000
,,10850025699560,ROSE PETALS KING SIZE,48.0000,55.0000,0.0000,0.0000,0.0000
SUPPLEMENTS,PILLS,891875004794,PINK PUSSYCAT HONEY 12PK,8.0000,15.0000,0.0000,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,812934026267,WARNER CAR CHARGER 2IN1,1.5000,2.7500,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,,10810078745164,KING PALM MINI 2PK 1G 20CT,21.0000,25.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,IKSA 12PK,IKSA 1 LTR 12PK,20.5000,24.5000,0.0000,0.0000,0.0000
,,891875004800,PINK PUSSYCAT CBD SEX PILL24CT,20.0000,55.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,081635990027,FUJIMA SOFT PIPE CLEAN 48CT,20.2500,27.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,FP212,FRIT LINE W SOLID COLOR PIPE,0.0000,1.6500,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,0110854029008410,KING PALM 5PK SLIM 15CT,40.0000,46.0000,0.0000,0.0000,0.0000
PLASTIC/PAPER GOODS,,2OZTOP,2 OZ TOP,0.0000,0.0000,0.0000,0.0000,0.0000
SUPPLEMENTS,,096416456098,HARD STEEL CHOCO 12PK,9.5000,15.0000,0.0000,0.0000,0.0000
,,FP219,3.5 IN GLASS SPOTTED,1.0000,1.5000,0.0000,0.0000,0.0000
,,FP216,2.5 COLOR PIPE,0.9500,1.6000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,012546011617,TRIDENT WINTERGREEN 12PK,11.3900,15.0000,13.7500,0.0000,0.0000
,,819291012278,COCO NARA QUICK LIGHT 33MM,7.9900,9.7500,0.0000,0.0000,0.0000
,,630808826191,HONEYGIZER HONEYWITHCAVIAR&FIS,48.0000,62.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,JUICE/MIXERS,072718600339,MR. PURE ISLAND PUNCH 16OZ,15.6500,19.5000,0.0000,0.0000,0.0000
,,10854029008731,KING PALM BERRY TERPS 2PK 20CT,27.5000,32.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,JUICE/MIXERS,016600000760,ROSES GRENADINEJUICEPET 12/1LT,4.9900,6.2500,4.1000,0.0000,0.0000
SMOKE SUPPLIES,MISC,013964343182,HI VOLT DETOX 16OZ WATERMELON,3.0000,4.1600,4.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,0150854029008043,KING PALM MINI 2CT 1.99 20CT,21.0000,25.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,MISC,016165007242,TARU CHARCOAL TABLETS 80CT,4.0000,9.5000,6.0000,9.5000,9.5000
,,FP402,FRIT COLOR LINING PIPE 4,1.2500,2.5000,0.0000,0.0000,0.0000
,,891875004701,PREMIUM PINK PUSSYCAT HONEY ,15.0000,25.0000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,FILTER TUBES,066619523217,PREMIER FT TUBE LIT 100MM 200C,16.0000,18.5000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,46001087007373,VASELINE 12PK 50ML,9.0000,11.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,810128944090,BLUE DIA TRES LECHES,50.0000,55.0000,0.0000,0.0000,0.0000
,,8992725910400,LISTERINE 3.2OZ,1.1000,1.3500,0.0000,0.0000,0.0000
SMOKE SUPPLIES,BUTANE,037900991480,RONSON BUTANE 5.82OZ ,2.1800,3.0000,0.0000,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,085011500336,POWERMATIC 3 PLUS CIG,160.0000,185.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,081635990010,FUJIMA BRISTLE PIPE CLEAN 48CT,20.2500,25.0000,0.0000,0.0000,0.0000
AUTOMOTIVE,,30076171104336,LITTLE TREES JASMINE,13.0000,15.7500,0.0000,0.0000,0.0000
SMOKE SUPPLIES,LIGHTERS,070330646407,BIC PRINTED LIGHTERS 50CT,58.5000,65.0000,42.0000,45.0000,45.0000
,,817458027134,WILD HEMP LIMEAIDE WRAP,9.5000,11.0000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,0749400137135,DEGREE STICK 1.7OZ 6PC,14.8500,18.4900,0.0000,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,COLORS STANDARD AUX CABLE,AUX CABLE COLOR STANDARD,0.9000,1.7500,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,,077170260619,TOP KING FILTERSTIP 200 COUNT ,18.5000,23.5000,19.0000,22.0000,22.0000
,,SWAG PREMIUM GOLD 24CT,SWAG PREMIUM GOLD 24CT,48.0000,75.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,MISC,051497243777,BLAZY SUSAN PREMIUM 1/14,38.8000,45.0000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,,813525013772,GOLDEN HARVEST MENTHOL 100'S,11.2500,12.2500,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,,813525013734,GOLDEN HARVEST BLUE KING,8.2000,10.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,CLEAR PALLET WRAP 6PK,CLEAR PALLET WRAP,35.7500,59.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,784762007100,ZIG ZAG RED KING  TUBES 5PK ,11.2500,12.5000,12.5000,0.0000,0.0000
,,892302730491,PING PONG BALLS 12CT,1.0000,2.5000,0.0000,0.0000,0.0000
,,FMCLD,METAL CIG LARGE 100CT,32.0000,65.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,CIGAR CUTTER,8748630049076,EZ SPLITZ CIG CUTTER SMALL 60C,16.0000,23.4000,19.0000,23.4000,23.4000
SMOKE SUPPLIES,ASHTRAY,081635010138,ASHTRAY SQUARE MELAMINE 4",1.0000,1.2500,1.2500,1.2500,1.2500
WRAPS/FILTERS/HEMP/CONES,,817458027318,WILD HEMP GELATO WRAP,9.2500,11.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,810128944052,BLUE DIA PAPAYA,50.0000,55.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,PICTURE METAL PIPE RJ-11,PICTURE METAL PIPE RJ-11,0.5500,1.1000,0.7500,1.1000,1.1000
ELECTRONICS & ACCESSORIES,,812934023709,WARNER IPHONE CABLE HANGING,1.3500,2.7500,0.0000,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,812934025109,WARNER TYPE C HANGING BOX,1.7500,2.7500,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,78690905,POSH 0% NIC GRAPE 5200 5PK,42.2500,48.0000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,655708018279,ALKA-SELTZER  25CT,6.5000,9.5000,7.5000,9.5000,9.5000
,,811254030138,DOUBLE DIAMOND TUBE RED 100'S,9.5000,11.5000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,7622210857293,HALLS ORGINAL 20CT,16.7500,22.5000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,,10857545011315,BILLIONAIRE BALDACCI GOLD WRAP,10.7500,13.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,097868128762,BLUNT LIFE 50CT  AIR FRESHNER,50.0000,63.0000,57.0000,0.0000,0.0000
FOOD & BEVERAGE,,079581444039,CALYPSO SOUTHERN PEACH 16OZ,16.8000,19.5000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,,077170260770,GAMBLR TUBE CUT 100' GOLD 5PK,14.7500,16.5000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,,016165009116,ZEN TUBES BLU 100MM 250CT FF,2.2470,3.0000,2.6000,0.0000,0.0000
SMOKE SUPPLIES,BUTANE,6945151100251,NEON 7X BUTANE 12PC,10.2000,21.0000,12.0000,21.0000,21.0000
SMOKE SUPPLIES,LIGHTERS,811490979154,SPECIAL BLUE MONSTER 2 BUTANE ,5.5000,6.5000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,051497011635,BLAZY SUSAN KING SLIM PAPER,26.5000,33.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,079581444022,CALYPSO STRWBERY LEMONADE 16OZ,16.8000,19.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,811490567436,SPECIAL BLUE MINI CLEAR ,15.5000,19.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,707670158115,TECHO TORCH BIG DISPLAY 6CT,53.0000,62.0000,0.0000,0.0000,0.0000
,,081635005301,TORCH FLAME LIGHTER 6CT -FP530,38.4000,48.0000,42.0000,48.0000,48.0000
SMOKE SUPPLIES,,081635200539,CLEANABLE CIGARETTE HOLDER12CT,20.0000,24.0000,24.0000,24.0000,24.0000
SMOKE SUPPLIES,LIGHTERS,070330666832,BIC RAW REG 50CT,59.5000,69.0000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,787188891889,PINK PUSSYCAT SHOT,12.0000,26.0000,0.0000,0.0000,0.0000
,,716165202493,RAW CLASSIC 15 5PK RAWKET,31.5000,39.5000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,079400507402,DOVE STICK 2.6OZ,3.0500,3.5900,0.0000,0.0000,0.0000
AUTOMOTIVE,,6913743342204,JUMPER CABLE 8FT SINGLE PACK,6.5000,8.7500,8.5000,0.0000,0.0000
MEDS/DAILY CARE,,312546000919,HALLS INTENSE COOL 20CT,13.8500,22.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,GRINDERS,692345000175,GRINDER ITEM ME017 3PARTS,2.3500,3.0000,2.6000,3.0000,3.0000
SMOKE SUPPLIES,GRINDERS,692345000267,GRINDER ITEM ME026 3PARTS,2.2500,2.8500,2.5000,2.8500,2.8500
SMOKE SUPPLIES,GRINDERS,692345002063,GRINDER ITEM MH206 4PARTS,4.3500,5.5000,4.9000,5.5000,5.5000
NICOTINE POUCH,,042100026474,GRIZZ NIC PEPPERMINT 7MG,19.1900,21.7500,0.0000,0.0000,0.0000
NICOTINE POUCH,,042100026504,GRIZZ NIC SPEARMINT 7MG,19.1900,21.7500,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,CONES,008660007575,ZIGZAG ULTRA THINCONE 11/4 ORA,30.0000,42.7500,0.0000,0.0000,0.0000
SMOKE SUPPLIES,ASHTRAY,090773146104,EXTINGUISHER ASHTRAY 2IN1 24CT,31.5000,37.0000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,636227240815,NAIL CLIPPER BLISTER 12PCS,6.6000,9.0000,0.0000,0.0000,0.0000
TOBACCO VAPE,70mg VAPE,78610019,POSH MAX5200 BLUE B ICE 5PK,43.1200,53.9900,0.0000,53.9500,0.0000
AUTOMOTIVE,,00071948900936,GUMOUT FUEL INJECTOR 12CT.6OZ,22.0000,25.0000,25.0000,25.0000,25.0000
WRAPS/FILTERS/HEMP/CONES,,008660008190,ZIGZAG UNBLEACHEDCONE11/4-50CT,8.3000,10.2500,0.0000,0.0000,0.0000
,,27 JUMBO WHITE,27 JUMBO WHITE BAGS,0.0000,18.0000,0.0000,0.0000,0.0000
,,FP203,FRIT LINES SOLID PIPE 2 5,0.7000,1.2500,0.0000,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,624050106507,XERO X1 SERIES SCALE,4.0000,4.7500,4.2500,4.7500,4.7500
ELECTRONICS & ACCESSORIES,,800061603505,FUZION DIABLO FP-350,3.3000,4.7500,4.2500,4.7500,4.7500
,,630808826221,HONEYGIZER MANUKA HONEY&ZALLOU,48.0000,62.0000,0.0000,0.0000,0.0000
SUPPLEMENTS,,9557472577253,PINK PUSSYCAT CHOCO 12PK,9.5000,15.0000,0.0000,0.0000,0.0000
LIQUOR SUPPLIES,,756545772000,DICE PACKET 48CT,4.5000,7.5000,0.0000,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,077170260817,GAMBLER 100MM CIG MACHINE ,25.5000,30.0000,30.0000,0.0000,0.0000
ELECTRONICS & ACCESSORIES,,718187101969,JOB CIG INJCT 110MM PREM 12CT ,19.2000,22.0000,22.0000,0.0000,0.0000
FOOD & BEVERAGE,,079581444077,CALYPSO TRIPLE MELON  16OZ,16.8000,19.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,761856815674,HVR 4" BLUE P-1567,0.3500,0.7500,0.5500,0.7500,0.7500
,,630808826214,HONEYGIZER HONEY&GUARANA,48.0000,62.0000,0.0000,0.0000,0.0000
,,081635600865,FUJIMA CIG PACK HOLDER 100'S,11.2500,18.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,081635600858,FUJIMA CIG PACK HOLDER'S KINGS,11.2500,18.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,MISC,041689200657,ZIPPO FLINT 24CT,16.2000,21.7500,0.0000,0.0000,0.0000
MEDS/DAILY CARE,MISC,022600957058,TROJAN BARESKIN GRAY 6PK,12.0000,13.5000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,325866105028,ALEVE 24CT 6PK,27.0000,31.9900,0.0000,0.0000,0.0000
SUPPLEMENTS,,661799950527,STIFF ROCK 22CT,26.0000,55.0000,55.0000,65.0000,65.0000
,,787188863534,BOB MARLEY 10000K YELLOW BOX,24.0000,48.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,PIPES,#23 GLASS PIPE,#23 GLASS PIPE,30.0000,33.0000,33.0000,33.0000,33.0000
LIQUOR SUPPLIES,,081635103601,CORKSCREW HEAVY DUTY,2.7500,4.0000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,CONES,716165252061,RAW CONE BLACK 3PK KING 32CT,36.0000,45.0000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,,850033061086,HITS BLUNT WHITE GRAPE,0.0000,12.0000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,,10854029008687,KING PALM KING 2.99 2PK,30.0000,35.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,CIGAR CUTTER,081635024005,FUJIMA 54G CIG CUTTER,19.2000,24.4500,24.0000,24.0000,24.0000
FOOD & BEVERAGE,SODA,049000044225,COCA COLA GLASS BOTTLE,33.9900,38.0000,0.0000,0.0000,0.0000
PLASTIC/PAPER GOODS,,041594217528,FOAM CUP 20 OZ 21CT,1.4160,2.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,LIGHTERS,9853,DJEEP HOT BODY 24CT,48.0000,54.0000,0.0000,0.0000,0.0000
AUTOMOTIVE,,PENZOIL1030,PENNZOIL 10W-30 12CT,32.5000,38.5000,37.5000,38.5000,38.5000
AUTOMOTIVE,,10071153660462,STP PWR STEERING+STOP LEAK 12C,19.2500,24.0000,21.0000,24.0000,24.0000
AUTOMOTIVE,,10071153785745,STP OCTANE BOOSTER 12CT,32.0000,41.0000,39.0000,41.0000,41.0000
PLASTIC/PAPER GOODS,,609132131868,2 1/4 x 230 THERMAL ROLLS 50CT,42.0000,48.0000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,,716165174585,RAW CONES KING SIZE 32PC 3CT,28.5000,39.0000,0.0000,0.0000,0.0000
SUPPLEMENTS,,609249901422,ZYN 6MG PEPPERMINT 5CT,20.7400,23.0000,0.0000,0.0000,0.0000
,,123541132548635,SILVER PIPE SCREEN FILTER,3.5000,7.9900,0.0000,0.0000,0.0000
FOOD & BEVERAGE,JUICE/MIXERS,014800000276,CLAMATO 16OZ CUBANO 12CT,21.9900,24.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,ENERGY DRINK,719410500122,5-HOUR ENERGY BERRY,15.9950,21.2500,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,070330653993,BIC DOGS 50CT,58.5000,65.0000,0.0000,0.0000,0.0000
,,TECHNO PISTOL LIGHTER,TECHNO TORCH PISTOL LIGHTER6CT,45.0000,56.5000,0.0000,0.0000,0.0000
TOBACCO,SMOKE TOBACCO,077170465366,TOP REG POUCH TOBACCO 7.2OZ,48.4800,53.9900,0.0000,53.9500,0.0000
TOBACCO,25CT CIGAR,070137005186,BLACK N MILD REG UPRIGHT 25CT,28.2900,32.5000,0.0000,32.4500,0.0000
TOBACCO,60CT CIGAR,031700900987,WHITE OWL PEACH 2/99 30CT2PK,23.6600,25.9900,0.0000,25.9500,0.0000
MEDS/DAILY CARE,DENTAL,8999999003081,VASELINE LOTION 100ML 6PK,6.0000,8.5000,0.0000,0.0000,0.0000
TOBACCO,25CT CIGAR,SWEET99,BLACK N MILD SWT BOX .99 25CT,21.3000,24.5000,0.0000,24.4500,0.0000
WRAPS/FILTERS/HEMP/CONES,,815970020336,TWISTED HEMP  TROPICAL BREEZE,8.2500,9.7500,0.0000,0.0000,0.0000
FOOD & BEVERAGE,JUICE/MIXERS,072718600612,MR. PURE PINE ORANGE16OZ,15.6500,19.5000,0.0000,0.0000,0.0000
LIQUOR SUPPLIES,,081635103403,FUJIMA HQ BARTRNDER TOOL,13.5000,21.0000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,7622210457516,HALLS HONEY LEMON 12CT,5.0000,10.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,,762221579030,ALIEN THC-A TRES LECHES SATIVA,42.0000,48.0000,0.0000,0.0000,0.0000
TOBACCO,60CT CIGAR,025900329860,SWISHER TROPICAL 2/1.19 60CT,28.1500,31.0000,0.0000,30.9500,0.0000
MEDS/DAILY CARE,,07622300774752,HALLS CITRUS MIX VITAMIN C 20C,0.0000,22.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,GRINDERS,692345000137,GRINDER ITEM ME013 4PARTS,2.2000,2.7500,2.4000,2.7500,2.7500
AUTOMOTIVE,,30076171063558,LITTLE TREE BLK ICE SPRAY 6CT,12.0000,15.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,JUICE/MIXERS,072718101492,MR. PURE FRUIT PUNCH 64OZ,18.2500,21.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,611269001297,RED BULL AMBER 8.4OZ,36.2900,39.0000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,GRINDERS,692345002322,GRINDER ITEM MH232 4PARTS,3.7500,4.7500,4.2500,4.7500,4.7500
SMOKE SUPPLIES,GRINDERS,692345002100,GRINDER ITEM MH210 4PARTS,4.5000,5.6500,4.8000,5.6500,5.6500
SMOKE SUPPLIES,GRINDERS,692345002209,GRINDER ITEM MH220 4PARTS,4.5500,5.7500,5.0000,5.7500,5.7500
,,FGH02,GLASS BUBBLER 5 5,3.5000,4.7500,0.0000,0.0000,0.0000
PLASTIC/PAPER GOODS,,069199521000,PAPER BAG #6 500CT,11.4000,14.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,ENERGY DRINK,070847810216,MONSTER BLUE 24OZ 12PK,33.9900,37.5000,0.0000,0.0000,0.0000
TOBACCO,SMOKE TOBACCO,894135001175,GOOD STUFF RED BAG 6OZ,6.3900,7.9900,0.0000,7.9500,0.0000
TOBACCO VAPE,80mg Vape,810125437069,GEEK BAR 15K CRAZY MELON 5C,44.2800,51.9900,0.0000,51.9500,0.0000
TOBACCO VAPE,75mg VAPE,6974488945181,POSH XTRON BANANA RASP 5PK 10K,50.0300,55.9900,0.0000,55.9500,0.0000
FOOD & BEVERAGE,ENERGY DRINK,070847036937,MONSTER PAPILLON 16OZ,35.9900,40.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,611269546248,RED BULL 16OZ SUGAR FREE,38.9000,40.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,611269281613,RED BULL COCONUT 8.4 OZ,36.8900,39.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,611269001310,RED BULL AMBER 12OZ,50.1800,57.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,ENERGY DRINK,070847000044,MONSTER ABSOLUTE ZERO 16OZ,36.7900,40.5000,0.0000,0.0000,0.0000
TOBACCO VAPE,42.5mg  VAPE,78685130,POSH PLUS PERSIAN MEL3K 5CT,41.9800,46.9900,0.0000,46.9500,0.0000
SMOKE SUPPLIES,ASHTRAY,018505136834,ASHTRAY LEAF,0.0000,15.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,20 LBS ICE BAG,20 LBS ICE BAG,19.5100,27.5000,21.5000,0.0000,0.0000
TOBACCO,60CT CIGAR,031700238387,WHITE OWL SV2 TRIPLE GRAP 60CT,32.6400,40.9900,0.0000,40.9500,0.0000
MEDS/DAILY CARE,MISC,022600228882,TROJAN MAGNUM BARESKIN 6PK,12.5000,14.5000,0.0000,0.0000,0.0000
,,022600001553,TROJAN BARESKIN RAW,14.0000,16.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,ENERGY DRINK,611269001341,RED BULL AMBER 8.4OZ 4PK,37.0000,39.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,JUICE/MIXERS,079581444091,CALYPSO KIWI LEMONADE 16OZ,16.8000,19.5000,0.0000,0.0000,0.0000
TOBACCO VAPE,70mg VAPE,78616073,POSH MAX5200 BLUERASP COTN 5PK,43.7000,53.9900,0.0000,53.9500,0.0000
FOOD & BEVERAGE,FOOD,5010455601016,HALLS COOL WAVE,16.7500,22.5000,0.0000,0.0000,0.0000
WRAPS/FILTERS/HEMP/CONES,,649964321617,WILD HEMP RAZZLETAZ 4/99,10.0000,12.5000,0.0000,0.0000,0.0000
TOBACCO,60CT CIGAR,025900405359,SWISHER SV2 DIAMOND 60CT,31.9600,40.9900,0.0000,40.9500,0.0000
MEDS/DAILY CARE,,094187281444,PEPCID 30CT,9.9900,13.5000,0.0000,0.0000,0.0000
SMOKE SUPPLIES,LIGHTERS,FLICKMYBIC,FLICK MY BIC LIGHTERS 50CT,41.0000,48.5000,0.0000,0.0000,0.0000
TOBACCO,60CT CIGAR,842426165877,4K SWEET DELICIOUS 1.39 60CT,12.1000,14.0000,0.0000,13.9500,0.0000
TOBACCO,60CT CIGAR,025900287351,SWISHER BLUE 2/1.19 2PK 30CT,28.7000,31.0000,0.0000,30.9500,0.0000
FOOD & BEVERAGE,JUICE/MIXERS,0148005166099,CLAMATO PICANTE 64OZ 8LS,39.9900,44.5000,0.0000,0.0000,0.0000
SUPPLEMENTS,,704846536951,SWAG CBD SEX PILL 24CT,42.0000,60.0000,48.0000,60.0000,60.0000
LIQUOR SUPPLIES,,081635103007,CORK SCREW 36CT FUJIMA,18.0000,25.0000,0.0000,0.0000,0.0000
AUTOMOTIVE,,10071153002033,STP BRAKE FLUID 12CT,19.2500,23.5000,23.5000,23.5000,23.5000
WRAPS/FILTERS/HEMP/CONES,CONES,008660006035,ZIG ZAG 1 1/4 SIZECONE 24CT6PK,34.1000,42.7500,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,6924513905604,HALLS BLACK 20CT,16.5000,22.5000,0.0000,0.0000,0.0000
,,8850338008689,HALLS RASPBERRY,16.5000,22.5000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,,312546050792,HALLS CHERRY 20CT,20.0000,22.5000,0.0000,0.0000,0.0000
,,Dis,Discount,0.0000,0.0000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,712199070251,LIMONAZO 10CT,2.7600,3.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,FOOD,633148100013,TAJIN CLASICO SEASONING 5 OZ,1.9200,2.4500,0.0000,0.0000,0.0000
,,9780201379631,V-GRA GOLD 500MG 20CT JAR,40.0000,55.0000,0.0000,0.0000,0.0000
TOBACCO,30CT CIGAR,025900359027,SWISHER LEAF SWEET AROM 30CT,26.5000,27.9900,0.0000,27.9500,0.0000
PLASTIC/PAPER GOODS,,079594701938,PAPER BAG PINT 500CT,7.6200,9.7500,9.7500,9.7500,9.7500
TOBACCO,60CT CIGAR,031700238547,WHITE OWL CHERRY VAN 2/99 60CT,24.0000,25.9900,0.0000,25.9500,0.0000
TOBACCO,60CT CIGAR,071610496422,DUTCH JAVA SAVE ON 2 60CT,29.9200,40.9900,0.0000,40.9500,0.0000
FOOD & BEVERAGE,JUICE/MIXERS,072718100426,MR. PURE LEMONADE 16OZ,15.6500,19.5000,0.0000,0.0000,0.0000
MEDS/DAILY CARE,MISC,022600931508,TROJAN ENZ SPERMIDICAL 6PK,8.0000,9.5000,0.0000,0.0000,0.0000
TOBACCO VAPE,70mg VAPE,78690295,POSH MAX5200 PEACH KIWI 5PK,43.7000,53.9900,0.0000,53.9500,0.0000
WRAPS/FILTERS/HEMP/CONES,,840439106375,ZIG ZAG HEMP WRAP BLUE DR,10.5000,13.5000,0.0000,0.0000,0.0000
FOOD & BEVERAGE,,611269283112,RED BULL PEACH 12 OZ,49.0000,57.0000,0.0000,0.0000,0.0000
TOBACCO VAPE,45mg VAPE,78606319,POSH XL ORNG PEACH PINE 10PK,64.5000,69.9900,0.0000,69.9500,0.0000
TOBACCO VAPE,45mg VAPE,78096318,POSH XL PEACH MANGO 10PK,66.7000,69.9900,0.0000,69.9500,0.0000
WRAPS/FILTERS/HEMP/CONES,,008660006073,ZIG ZAG UNBLEACHED 1 1/4 CONE,34.1000,42.7500,0.0000,0.0000,0.0000
SMOKE SUPPLIES,BUTANE,041689301224,ZIPPO LIGHTER FLUID 12OZ,2.5800,3.2500,3.0000,3.2500,3.2500
TOBACCO,SMOKE TOBACCO,894945001426,OHM PIPE TOBACCO BLUE 16OZ,11.9700,14.0000,0.0000,13.9500,0.0000
TOBACCO,SMOKE TOBACCO,894945001389,OHM PIPE TOBACCO BLUE 6OZ,4.5500,6.5000,0.0000,6.4500,0.0000
TOBACCO,SMOKE TOBACCO,894945001419,OHM PIPE TOBACCO BOLD 16OZ,10.5400,14.0000,0.0000,13.9500,0.0000
TOBACCO,SMOKE TOBACCO,894945001372,OHM PIPE TOBACCO BOLD 6OZ,4.5500,6.5000,0.0000,6.4500,0.0000
TOBACCO,SMOKE TOBACCO,894945001679,OHM PIPE TOBACCO MILD MINT 6OZ,4.5500,6.5000,0.0000,6.4500,0.0000
TOBACCO,SMOKE TOBACCO,894945001686,OHM PIPE TOBACCO MILD MINT16OZ,10.5400,14.0000,0.0000,13.9500,0.0000
MEDS/DAILY CARE,,X0040U0Z25,ALKA SELTZER 24T 2PK ,9.9900,12.5000,0.0000,0.0000,0.0000
TOBACCO,SMOKE TOBACCO,894945001488,OHM PIPE TOBACCO MINT 16OZ,10.5400,14.0000,0.0000,13.9500,0.0000
TOBACCO,SMOKE TOBACCO,894945001471,OHM PIPE TOBACCO MINT 6OZ,4.5500,6.5000,0.0000,6.4500,0.0000
TOBACCO,SMOKE TOBACCO,894945001440,OHM PIPE TOBACCO NATURAL 16OZ,9.5000,14.0000,0.0000,13.9500,0.0000
