Department,Category,Item Lookup Code,Description,Price
TOBACCO,60CT CIGAR,8.18892E+11,4K'S KINGS CIGPURPLE SENSATION,12.5
TOBACCO,60CT CIGAR,031700238226,WHITE OWL DUO COCO99 30CT2PK,25.99
TOBACCO,60CT CIGAR,071610340343,DUTCH PURPLE SV2 30CT 2PK,40.99
TOBACCO,60CT CIGAR,031700420218,WHITE OWL SAVEON2 PEACH 60CT,40.99
MEDS/DAILY CARE,MISC,041167100066,ROLAIDS REG STRENGTH MINT,8
SMOKE SUPPLIES,LIGHTERS,041689140038,ZIPPO BUTANE FUEL 4.50OZ 12CT ,39
SMOKE SUPPLIES,LIGHTERS,070330666856,BIC RAW BLACK 50CT,69
LIQUOR SUPPLIES,,050700009605,LIFEGOOD CHARCOAL 7.7OZ,32.5
MEDS/DAILY CARE,MISC,042037111168,BC 6CT 24PK,38.25
WRAPS/FILTERS/HEMP/CONES,,041985453634,KING PALM 4CT MINI ROLL 24PK,54
SMOKE SUPPLIES,MISC,065626866720,WHIP-IT 50CT CREAM CHARGER ORI,18.75
MEDS/DAILY CARE,MISC,016500040194,ALKA-SELTZER ORG 12TAB X 6PK,20.5
FOOD & BEVERAGE,ENERGY DRINK,018355102416,GINSENG ENERGY NOW 24PK,6.5
FOOD & BEVERAGE,ENERGY DRINK,070847037767,MONSTER NITRO SUPER DRY16OZ,40.5
SMOKE SUPPLIES,PIPES,#32 GLASS PIPE,#32 GLASS PIPE,20
TOBACCO,60CT CIGAR,031700234099,WHITE OWL BLUE RASSP  2/99,25.99
TOBACCO,60CT CIGAR,025900336745,SWISHER BLK WINE 2/1.29 60CT,33.99
TOBACCO,60CT CIGAR,025900297466,SWISHER SWEET BLK GRAPE 2/99,13.5
TOBACCO,60CT CIGAR,1.086E+13,THROWBACK 5PK RUSSIAN ,32
TOBACCO,60CT CIGAR,8.18892E+11,4K KIWI BERRY,12.5
TOBACCO,SMOKE TOBACCO,1.00772E+13,DRUM POUCH 13.68OZ,85
TOBACCO,SMOKE TOBACCO,8.94135E+11,GOOD STUFF NATURAL BAG 6OZ,7.99
TOBACCO,SMOKE TOBACCO,027200005048,BUGLAR ORIGINAL CAN 6OZ,35
TOBACCO,60CT CIGAR,031700237687,WHITE OWL SV2 SWIRL 30CT 2PK,40.99
FOOD & BEVERAGE,ENERGY DRINK,070847831068,MONSTER JAVA 12PK,29.5
FOOD & BEVERAGE,ENERGY DRINK,070847810742,MONSTER KHAOS 16OZ,40.5
TOBACCO,60CT CIGAR,031700420188,WHITE OWL SAVEON2 SWEETS 60CT,40.99
TOBACCO,60CT CIGAR,031700420171,WHITE OWL SAVEON2 SILVER 60CT,40.99
TOBACCO VAPE,70mg VAPE,78602939,POSH MAX5200 BERRY PEACH 5PK,53.99
TOBACCO VAPE,70mg VAPE,78682030,POSH MAX5200 BLONDE 5PK,53.99
CBD,,6.76308E+11,MYSTIC LABS D9 BLOOD ORANGE,45
TOBACCO,60CT CIGAR,8.18892E+11,4K FRENCH VANILLA,12.5
,,6.13302E+11,PANAX RED GINSENG 4800MG,11.5
TOBACCO,60CT CIGAR,025900294205,SWISHER  BLACK 30PK2CT,27.5
FOOD & BEVERAGE,ENERGY DRINK,070847010463,MONSTER REHAB ORANGE 16OZ,40.5
FOOD & BEVERAGE,ENERGY DRINK,070847006305,MONSTER REHAB RASP TEA 16OZ,40.5
FOOD & BEVERAGE,ENERGY DRINK,070847031109,MONSTER REHAB WHITE DRAGON16OZ,40.5
FOOD & BEVERAGE,,070847891918,MONSTER RESERVE KIWI STRAWBER,42.5
FOOD & BEVERAGE,ENERGY DRINK,070847037828,MONSTER RESERVE PINEAPPLE 16OZ,40.5
FOOD & BEVERAGE,ENERGY DRINK,070847038306,MONSTER RESERVE WATERMELON 16O,40.5
TOBACCO,30CT CIGAR,031700234822,GARCIA VEGA SWEET 2/1.29 15CT,19
SMOKE SUPPLIES,BUTANE,6.94579E+12,NEON BUTANE FUEL 20 PC,10
ELECTRONICS & ACCESSORIES,,8.8028E+11,TYPE C TO IPHONE CABEL,2.75
MEDS/DAILY CARE,PILLS,6.55708E+11,MUCINE X DM 20CT 2PK,29.5
TOBACCO,60CT CIGAR,025900336707,SWISHER BLK SMOOTH 2/1.29 60CT,33.99
SUPPLEMENTS,,6.0925E+11,ZYN 3MG PEPPERMINT 5CT,23
LIQUOR SUPPLIES,,GIFTBAG,GIFT BAG 12CT,13.5
LIQUOR SUPPLIES,,081635011012,FUJUIMA BOTTLE OPENER 72CT,25.5
NICOTINE POUCH,,8.55022E+11,ON CITRUS 4MG,19.75
PLASTIC/PAPER GOODS,,6.59676E+11,7 OZ PLASTIC CUPS 2400CT,39
TOBACCO,60CT CIGAR,071610341210,DUTCH HONEY 2/1.29 2PK 30CT,33.5
TOBACCO,40CT CIGAR,071610341098,BACKWOODS GRAPE 5PK 40CT,44.99
TOBACCO,25CT CIGAR,070137512479,BLACK N MILD CASINO WT BX 25CT,33.99
TOBACCO,60CT CIGAR,031700238011,GAME SILVER 2/1.29 2PK 30CT,33.5
TOBACCO,30CT CIGAR,025900359010,SWISHER LEAF HONEY 3PK 10CT,27.99
MEDS/DAILY CARE,MISC,3.0035E+13,COLOGATE TOOTHBRUSH 12CT,11
TOBACCO VAPE,90mg Vape,8.10125E+11,GEEKBAR 25K SOUR FCUKING FAB5C,63
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BILLIONAIRE HEMP OGK 25CT,13.5
WRAPS/FILTERS/HEMP/CONES,,077170122702,OCB BAMBOO CONE MINI 10PK,52.99
WRAPS/FILTERS/HEMP/CONES,WRAPS/PREROLL,077170120135,OCB UNBLEACHED CONE 1 1/4 6PK,49.75
WRAPS/FILTERS/HEMP/CONES,,1.08575E+13,BILLIONAIRE BIRTHDAY CAKE WRAP,13.5
TOBACCO VAPE,42.5mg  VAPE,78646322,POSH PLUS PINENANA 3000PUFF 5C,46.99
TOBACCO VAPE,42.5mg  VAPE,78621848,POSH PLUS PEAR3000PUFF 5CT,46.99
FOOD & BEVERAGE,JUICE/MIXERS,072718600629,MR. PURE ORANGE JUICE 16OZ,19.5
,,7.18122E+11,BLACK DIAMOND 500K,89
TOBACCO,SMOKE TOBACCO,8.94135E+11,GOOD STUFF NATURAL BAG 16OZ,15.99
TOBACCO,SMOKE TOBACCO,047995100100,AMERICAN SPIRIT ORIGINAL5.29OZ,54.5
SMOKE SUPPLIES,LIGHTERS,BIC 3 TIER DISPLAY,BIC 3 TIER DISPLAY ,165
NICOTINE POUCH,,8.55022E+11,ON MINT 4MG,19.75
TOBACCO,SMOKE TOBACCO,8.94135E+11,GOOD STUFF GOLD BAG 6OZ,7.99
SUPPLEMENTS,,9.5563E+12,KINGDOM ROYAL CHOCO 12PK,15
SUPPLEMENTS,,1.0855E+13,TOP GUN STIMULANT 24CT,12
,,3.58287E+11,SWARM BOTTLE 12CT,32
,,3.64613E+11,PICOT ANTACID12CT,1.85
ELECTRONICS & ACCESSORIES,,7.31123E+11,SM CHOICE AUTO USB CHJAR 24CT ,14.5
ELECTRONICS & ACCESSORIES,,7.31123E+11,SM CHOICE AUXILLARY CABL 24CT ,14.5
ELECTRONICS & ACCESSORIES,,7.31123E+11,SM IP-6 BRAIDED CABLE JAR 24CT,18
ELECTRONICS & ACCESSORIES,,7.31123E+11,SM MICRO USB BRAIDED CBL 24CT ,18
ELECTRONICS & ACCESSORIES,,7.31123E+11,SM DUAL AUTO USB CHR JAR 24CT,18
ELECTRONICS & ACCESSORIES,,7.31123E+11,SC MICRO USB CABLE JAR 24CT,18
,,081635980127,FUJIMA CIG INJECT MACH KING 12,22
,,FIDGET SPINNER BATSMAN LE,FIDGET SPINNER BATSMAN LED,4.25
ELECTRONICS & ACCESSORIES,,081635000306,FUJIMA AUTO ALUM CIG KING CH30,28
ELECTRONICS & ACCESSORIES,,6.92012E+11,WEIGH MAX SCALE NJ650 BLACK,4.99
FOOD & BEVERAGE,,ANTOJO MIX ,ANTOJO MIX MICHELADAS LIQ MIX ,32
ELECTRONICS & ACCESSORIES,,RA650 SCALE,WEIGH MAX SCALE RA650,4.99
ELECTRONICS & ACCESSORIES,,FS02,FIDGET SPINNER GLOW,3
ELECTRONICS & ACCESSORIES,,7.16165E+11,RAW ROLL CADDY 1/14 CONE 8CT,14
ELECTRONICS & ACCESSORIES,,FS03,FIDGET SPINNER CUBE,3.25
ELECTRONICS & ACCESSORIES,,FS05,FIDGET SPINNER BATSMAN,3
SMOKE SUPPLIES,,SPINNER LED 3 SPIN,SPINNER LED 3 SPIN ,4.25
AUTOMOTIVE,,033159010958,CITGO ATF 12 1QT ,39
MEDS/DAILY CARE,MISC,6.55708E+11,THERAFLU SEVERE DAYTIME 20CT,26.5
MEDS/DAILY CARE,,8.15556E+11,ADVIL PM 25CT,10.5
FOOD & BEVERAGE,SODA,025000010002,MINUTE MAID 20OZ PEACH 24CT,32
TOBACCO,60CT CIGAR,031700237786,WHITE OWL PINEAPPL 2/1.19 60CT,31
TOBACCO VAPE,80mg Vape,8.10125E+11,GEEK BAR 15K MIAMI MINT 5C,51.99
PLASTIC/PAPER GOODS,,DK18X24POLY,POLY 18X24 DK 1000CT,60
PLASTIC/PAPER GOODS,,20X24POLYBAG,POLY 20X24 1000CT,60
PLASTIC/PAPER GOODS,,DK12X8POLYBAG,POLY 12X18 DK 1000CT,30
PLASTIC/PAPER GOODS,,9X12 BAG,POLY 9X12 BAG 2000CT,72
PLASTIC/PAPER GOODS,,1/8 WHITE,1/8  WHITE HEAVY DUTY BAG,13.5
AUTOMOTIVE,,074804175929,PEAK 50/50 COOL,44.5
SMOKE SUPPLIES,LIGHTERS,070330619531,BIC WHITE SOX 50CT,79.5
SMOKE SUPPLIES,BUTANE,081635001020,LUCIENNE SUPREME BUTANE 300ML,33
FOOD & BEVERAGE,,6.32565E+11,FIJI WATER 700 ML,22.5
LIQUOR SUPPLIES,,4.00771E+13,FOAM COOLER 1CT,6.25
,,7.21107E+11,FIDGET SPINNER METAL,2.5
,,A+ PLUS MEXICO $5 CARD,A+ PLUS MEXICO $5 CARD,3.7
,,2.51749E+11,WOW MEXICO $2 CARD ,1.5
SMOKE SUPPLIES,,A32,BLACK ROUND SPINNING ASHTRAY,4.5
SMOKE SUPPLIES,,L962,DOUBLE TORCH FLAME LIGHTER,35
,,T-SHIRT6XL ROUND WHITE,T-SHIRT6XL ROUND NECK WHITE ,2.45
,,T-SHIRT 6XL ROUND BLACK,T-SHIRT 6XL ROUND NECK BLACK,2.45
SMOKE SUPPLIES,PIPES,CHINA275,CHINA 40GMS,2
SMOKE SUPPLIES,PIPES,RUBBER BULLET RJ-11,RUBBER BULLET RJ-11,0.85
SMOKE SUPPLIES,PIPES,VP29,INSIDE 25GM,1.3
,,091037445025,HI VOLT DBL FLS ACAI POMEGRANT,7.5
FOOD & BEVERAGE,,012000151828,STARBUCKS MEXI MOCHA 15OZ 12CT,24.5
FOOD & BEVERAGE,,012000038488,STARBUCKS WHITE CHOC 15OZ 12CT,24.5
FOOD & BEVERAGE,,012000042461,STARBUCKS HAZELNUT 15OZ  12CT,24.5
FOOD & BEVERAGE,,04226220,RIP IT SUGER FREE POWER 16OZ,15.5
FOOD & BEVERAGE,,04226929,RIP IT LIME WRECKER 16OZ,15.5
FOOD & BEVERAGE,,089382119654,GW CHIPOTLE HONEY PEANUTS,3.75
FOOD & BEVERAGE,,089382119661,GW GHOST PEPPER HONEY PEANUTS,3.5
FOOD & BEVERAGE,,04285524,RIP IT G-FORCE 16OZ,15.5
,,Returned/Damaged Item,Returned/Damaged Item,0
FOOD & BEVERAGE,,04285126,RIP IT STINGER MO 16OZ,15.5
CBD,,CBD VAPE POD SOUR DIES 10,CBD VAPE POD DIESL1000MG,13.75
,,3.12844E+11,PHILLIPS 49,3.5
CBD,CANDY,CBD RASPBERRY STICKS,CBD RASPBERRY STICKS,54
CBD,CANDY,CBD WATERMELON STICKS,CBD WATERMELON STICKS,54
ELECTRONICS & ACCESSORIES,,I12 AIR PODS,I12 AIR PODS,11
FOOD & BEVERAGE,,076737100115,CLEARFRUIT GRAPE 24CT,16
FOOD & BEVERAGE,,076737100153,CLEARFRUIT CHERRY LIME 24CT,16
SMOKE SUPPLIES,PIPES,GHPU361,GLASS HAND PIPE,3.75
,,ZEN SLIM MENTHOL FILTERTI,ZEN SLIM MENTHOL FILTERTIP 200,1.1
,,STATIONARY,STATIONARY,15.4
SMOKE SUPPLIES,MISC,7.16165E+11,RAW LARGE METAL ROLLING TRAY,7.5
SMOKE SUPPLIES,MISC,7.16165E+11,RAW TINI TRAY PIN,3
SMOKE SUPPLIES,MISC,7.16165E+11,RAW ROUND METAL ROLLING TRAY,8
SMOKE SUPPLIES,,3.08586E+13,MATCHES BOX 2000 BOOKS,45
TOBACCO,45mg VAPE,6.49964E+11,RUSH TOBACCO ,8
SMOKE SUPPLIES,MISC,8.13276E+11,ELITE GLIDER BOWL V2,23.99
,,SD,CEREAMIC CIG SMALL 100CT,0
,,PA01M,ANIMAL PIPE ELEPHANT MEDIUM,0
,,FGSP03,BUBBLE PREMIUM SHERLOCK PIPE,5.5
,,FOP006,RASTA COLOR OIL HAND PIPE,7
,,FPS407,SILICONE PIPE 4,3
,,FWSP110,SILICONE STRAIGHT WATER PIPE,8.25
,,FWSP111,SILICONE HEXAGON HONEYBEE RIG,10.5
WRAPS/FILTERS/HEMP/CONES,,6.86457E+11,FIRE FLAVAS HEMP MANGO,12.5
,,FWSP105,11'IN SKULL SILICONE WATERPIPE,11.99
,,6.10765E+11,BANG SWEET ICED TEA,20
,,6.43463E+11,TWIST 1100MAH BATTERY CHARGER,6
,,8.19291E+11,COCO NARA QUICK LIGHT 40MM,13.5
,,6.71948E+11,GUMOUT FUEL INJECTOR CLEANER,12.5
,,7.16165E+11,RAW ROLLS KING SIZE 9FT 12CT ,17
,,7.16165E+11,"RAW SUPERNATURAL 12"" 20CT",35
,,086400901314,JOB ORGANIC 1 1/2 24CT,37
,,086400901284,JOB ORGANIC 1 1/4 24CT,37
FOOD & BEVERAGE,ENERGY DRINK,012000028502,STARBUCKS VANILLA 15OZ 12CT,24.5
SMOKE SUPPLIES,MISC,013964162592,HI VOLT DBL FLS ACAI BLZ CHERY,7.66
FOOD & BEVERAGE,ENERGY DRINK,018355402448,GINKGO BILOBA ENERGY NOW24PK,6.5
TOBACCO,60CT CIGAR,025900277178,SWISHER  SLIMS 5 F 3 10PK,29.2
SMOKE SUPPLIES,MISC,070076001027,DR. GRABOW 6MM PIPE FILTER10CT,13.75
,,8.13276E+11,CHARCOAL HOOKAH BURNER ,12.5
ELECTRONICS & ACCESSORIES,,HHDISPLAY,HIGH HEAVEN DISPLAY ,380
WRAPS/FILTERS/HEMP/CONES,,WP102,YELLOW PORC LEAF WATER MUG,10.25
SMOKE SUPPLIES,,WP121,GRN PORC LEAF WATER MUG LARGE,12.5
SMOKE SUPPLIES,,WP122,YLW PORC LEAF WATER MUG LARGE,12.5
SMOKE SUPPLIES,,WP123,WHT PORC LEAF WATER MUG LARGE,12.5
SMOKE SUPPLIES,,WP124,BLK PORC LEAF WATER MUG LARGE,12.5
WRAPS/FILTERS/HEMP/CONES,CONES,7.16165E+11,ELEMENTS ULTRA THIN RICE KING,29
WRAPS/FILTERS/HEMP/CONES,,8.52669E+11,24K SHINE GOLD PAPER 1 1/4 ,12
WRAPS/FILTERS/HEMP/CONES,,7.16165E+11,ELEMENTS PREMIUM ROLLING TIPS,27
,,ZIPPO24,ZIPPO LIGHTER,13.25
,,ZIPPO25,ZIPPO LIGHTER,14
,,ZIPPO26,ZIPPO LIGHTER,14.5
,,ZIPPO30,ZIPPO LIGHTER,16.5
,,ZIPPO42,ZIPPO LIGHTER,22.5
,,ZIPPO44,ZIPPO LIGHTER,23.5
,,CC300,POPULAR SERIES SUNGLASS 300CT,0
WRAPS/FILTERS/HEMP/CONES,,ZIG ZAG 1/4 SIZE PAPER CO,ZIG ZAG 1/4 SIZE PAPER CONE,30.75
,,8.78849E+11,COLGATE KIDS BRUSH 2+,0.99
,,7.87189E+11,RAW CLASSIC 10000K BROWN BOX,48
,,7.87189E+11,BOB MARLEY 10000K,48
,,7.87189E+11,COOKIES,48
,,7.87189E+11,COOKIES BLUE ,48
,,09400500908,DOVE STICK 1.6 OZ ,3
,,8.10129E+11,DARK HORSE YELLOW KING SIZE,10.5
,,8.10129E+11,DARK HORSE BLUE ICE KING SIZE,12.5
,,8.10129E+11,DARK HORSE GOLD KING SIZE,10.5
,,2.51749E+11,MEXICO A+ $2  ,1.5
SMOKE SUPPLIES,,5305,RASTA FRIT WORK CHILLUM,1.25
SMOKE SUPPLIES,,012005404653,ROMA LAUNDRY DETERGENT,2.25
ELECTRONICS & ACCESSORIES,,BLUETOOTH SMART WATCH ,BLUETOOTH SMART WATCH ,13
ELECTRONICS & ACCESSORIES,,091585021641,RAW CLIPPER SUPER LIGHTER CL4,29.5
SMOKE SUPPLIES,,A047,6 SM WRAP UFO,6.5
SUPPLEMENTS,,5.66821E+11,HERBIGRA 12PK,42
,,7.79845E+11,BLK PLUS RHINO 100000 24CT,55
,,2.51749E+11,PINLESS WROLD $2 CARD,1.5
,,3.58287E+11,BLACK JAX BOTTLE 12CT,32
SUPPLEMENTS,,6.01578E+11,TRIPLE GREEN EXTREME 15000,40
,,8.5457E+11,FLIP TOP SANDWICH BAGS 150CT,0.9
,,8.39503E+11,MY ILLINOIS $5 CARD,3.8
SUPPLEMENTS,,7.30986E+11,HORNY GOAT WEED,12.5
SUPPLEMENTS,,8.78115E+11,STACKER 3 XPLC BLISTER PK 24CT,18
SMOKE SUPPLIES,PIPES,E58008,8' MULTI BUBBLE,13.5
SMOKE SUPPLIES,,E58381,10 MED MAILBOX,10
ELECTRONICS & ACCESSORIES,,8.19122E+11,FUZION SLR-1000 SCALE,3.5
,,2.51749E+11,A+ GUATEMALA $5 CARD,3.8
,,2.51749E+11,A+ GUATEMALA $3 CARD,2.35
,,1.0855E+13,MINI THIN 25/50 BOTTLE 12CT,35
,,2.51749E+11,WOW AFRICA $2 CARD,1.55
PLASTIC/PAPER GOODS,,7.16165E+11,RAW ROLL CADDY 6CT,12.5
SMOKE SUPPLIES,,E5810,GYR 5.75' SM CROWN,8
,,DETOXYIFY READY CLEAN 16O,DETOXIFY READY CLEAN 16OZ,6.5
,,2.51749E+11,A+ $2 PHONE CARD,1.6
FOOD & BEVERAGE,,012000044779,STARBUCKS SMORES 13.7OZ  12CT,24.5
FOOD & BEVERAGE,,012000151095,STARBUCKS W. CHOC 13.7OZ  12CT,24.5
,,2.51749E+11,WOW AFRICA $5 CARD,3.85
,,2.51749E+11,A+ AFRICA $5 CARD,4
,,2.51749E+11,A+ AFRICA $2 CARD,1.55
,,2.51749E+11,A+ LATINO $3 CARD,2.35
,,UNIVERSAL CAR MOUNT,UNIVERSAL CAR MOUNT,4.25
SMOKE SUPPLIES,,BJ19,RASTA STRIP WORK TWISTED 1 HIT,2.75
,,8.5941E+11,FOOTBALL EUROPE $5 CARD,4
SMOKE SUPPLIES,,L956,TRIPLE TORCHFLAME W/PUNCH12CT ,32
FOOD & BEVERAGE,,012000162787,STARBUCKS DULCE DE13.7OZ  12CT,24.5
SMOKE SUPPLIES,,8.58622E+11,GOODCO MATCHES BOOK 1000LIGHTS,2.5
,,8.39503E+11,MY ILLINOIS $3 CARD,2.35
SMOKE SUPPLIES,,BJ21,INSIDE OUT HEAVY ONE HITTER,2.75
,,8.97343E+11,EXTENZE PLUS 5PK 12CT,31
,,2.51749E+11,A+ EUROPE $5 CARD,4
FOOD & BEVERAGE,,089382119630,GW HABANERO PEANUTS,3.75
FOOD & BEVERAGE,,8.18812E+11,GOLD CARDAMON SEEDS CLUSTER,5.25
ELECTRONICS & ACCESSORIES,,CL14,FUJIMA USB CHARGER LIGHTER 15C,41
SUPPLEMENTS,,7.36211E+11,LIBIGIRL 25CT,55
AUTOMOTIVE,,042659005135,SUPER ANTIFREEZE & COOLANT 6CT,16
,,2.51749E+11,PINLESS WROLD $5 CARD,3.75
,,8.44698E+11,DIGAME $3 CARD,2.2
,,8.44698E+11,DIGAME $5,4.1
,,251748598445 $2,A+ MEXICO $2 CARD,1.55
SUPPLEMENTS,,8.78115E+11,SWARM BLISTER PK 24CT,18
SUPPLEMENTS,,8.78115E+11,STACKER 2 XPLC BLISTER PK 24CT,18
,,6.78579E+11,ALL NEW TALK $5   ILL & WIS,4
,,2.51749E+11,A+ ASIA $5 CARD,4
,,2.51749E+11,A+ LATINO $5 CARD,4
FOOD & BEVERAGE,,8.18812E+11,GOLD CARDAMON FRUITAS,4.25
FOOD & BEVERAGE,,089382119678,GW CAROLINA REAPER HON PEANUTS,3.5
FOOD & BEVERAGE,,089382119647,GW JALAPENO CHEDDAR PEANUTS,3.5
SMOKE SUPPLIES,,APD102,3 HEAVY WORK SPOON,2.25
SUPPLEMENTS,,8.78115E+11,BLACK KAX BLISTER PK 24CT,18
ELECTRONICS & ACCESSORIES,,7.56546E+11,IPHONE ROPE CHARGER 10CT,12.5
SMOKE SUPPLIES,PIPES,XC20,2.5FLAT BLK RASTA FRIT PEANUT,1.75
,,094922843326,JACK RABBIT 20CT,30
SMOKE SUPPLIES,,UTILITY KNIFE 5 WAY ,UTILITY KNIFE 5 WAY ,1.5
CBD,CARTRIDGES,CBD NATURAL CART 900MG,CBD NATURAL CARTRIDGE 900MG,12.75
CBD,CARTRIDGES,CBD OG KUSH CART 900MG,CBD OG KUSH CARTRIDGE 900MG,12.75
CBD,CARTRIDGES,CBD SOUR DIESEL CART900MG,CBD SOUR DIESELCARTRIDGE 900MG,12.75
,,6.78579E+11,ALL NEW TALK $3 CARD ILL & WIS,2.35
SMOKE SUPPLIES,,ICE58323,10 SPRING,13
SMOKE SUPPLIES,,1.7501E+13,ARIEL 500GM 18CT ,25
FOOD & BEVERAGE,,04268323,RIP IT F- BOMB 16OZ,15.5
AUTOMOTIVE,,8.56456E+11,EVERCLEAR OIL & ATF  12/QT,17
WRAPS/FILTERS/HEMP/CONES,,6.80569E+11,GREEN GOLD MED PINEAPPLE CONES,29
WRAPS/FILTERS/HEMP/CONES,,6.80569E+11,GREEN GOLD MEDIUM MANGO CONES,29
WRAPS/FILTERS/HEMP/CONES,,6.80569E+11,GREEN GOLD MED GRAPE CONES,29
WRAPS/FILTERS/HEMP/CONES,,6.80569E+11,GREEN GOLD MED COOL MINT CONES,29
,,AL FAKHER FLAVORS,AL FAKHER ,19.5
SMOKE SUPPLIES,,PHONE HOLDER FOR CAR $1.4,PHONE HOLDER FOR CAR $1.49,1.49
CBD,,CBD VAPE POD KUSH 1000 MG,CBD VAPE POD KUSH 1000 MG,13.75
CBD,,CBD VAPE POD PINEAPPLE 10,CBD VAPE POD PINEAPPLE 1000MG,13.75
SMOKE SUPPLIES,,6.36391E+11,BOGO BATTERY CHARGER KIT,4.75
CBD,CARTRIDGES,CBD PINEAPPLE CART 900MG,CBD PINEAPPLE CARTRIDGE 900MG,12.75
SMOKE SUPPLIES,,5124,4 SWIRL ROD WORK SPOON,2
FOOD & BEVERAGE,,04272122,RIP IT TRIBUTE 16OZ,15.5
SUPPLEMENTS,,7.30986E+11,ALL NITE LONG ,12.5
LIQUOR SUPPLIES,,6.7698E+11,PARTY CHAMPAGNE GLASS 20PC,3.25
,,8.70434E+11,DETOXIFY XXTRA CLEAN 20OZ,10.7
SUPPLEMENTS,,7.44368E+11,HEMP BOMBS 4 EXTRA SYRUP 6CT,34.5
WRAPS/FILTERS/HEMP/CONES,,6.80569E+11,GREEN GOLD PINEAPPLE LEAF ROLL,16.5
,,076660008625,FIXODENT 6CT,12.5
AUTOMOTIVE,,EVERCLEAR OIL 5W30 12/QT,8.56456E+11,17
,,CBD FLAVORED LOLLIPOPS,CBD FLAVORED LOLLIPOPS,4.25
SMOKE SUPPLIES,PIPES,JA401,"2.5"" INSIDE OUT ONE HITTER",1.75
,,DJ144,"5"" PINK HAND PIPE",6
WRAPS/FILTERS/HEMP/CONES,,6.80569E+11,GREEN GOLD MEDIUM REG CONES,29
CBD,,9.78068E+12,CBD VAPE POD PINEAPPLE 500 MG,9.5
FOOD & BEVERAGE,,ANTOJO MIX LIQUID CUP,ANTOJO MIX MICHELADAS LIQ CUP,32
,,6.80569E+11,GREEN GOLD HERBAL LEAFS,16.5
CBD,,KRATOM ORGANIC CAP 100CT,KRATOM  ORGANIC CAP 100CT,11
SMOKE SUPPLIES,,8.00132E+11,FUZION MT-1000,3
SMOKE SUPPLIES,PIPES,081635992182,FUJIMA WATER PIPE FP218,11.5
SMOKE SUPPLIES,PIPES,081635992120,FUJIMA WATER PIPE,9.5
SMOKE SUPPLIES,PIPES,081635992137,FUJIMA WATER PIPE FP213,9.5
SMOKE SUPPLIES,,SPJ14,2.5 I/O MIX ONE HITTER,0.95
SUPPLEMENTS,,8.78115E+11,STACKER 3 BLISTER PK 24CT,18
SMOKE SUPPLIES,,097861121524,PI INCENSE JUMBO STICK DISPLAY,65
CBD,CAPSULES,7.54681E+11,HEMP CBD CAPSULES,42
CBD,,6.80244E+11,CBD VANCE GLOBAL 10 PK,9.5
SMOKE SUPPLIES,POUCHES,081635600711,FUJIMA AUTO OPEN HOLDER 100'S,18
CBD,,2.82521E+11,CBD TINCTURE NO FLAVOUR,9.5
CBD,,7.2992E+11,BLUUM NANO POD SWEET WATER,10.5
CBD,,7.2992E+11,BLUUM NANO POD KUSH,10.5
PLASTIC/PAPER GOODS,,6.16349E+11,OCB ORGANIC HEMP 1 1/4 2IN1TIP,32
CBD,,7.89459E+11,BLUUM POD NIC MANGO,9.5
,,THERMAL T-SHIRT SIZE 3XL,THERMAL T-SHIRT SIZE 3XL,5.5
SMOKE SUPPLIES,,B140,X MINI I/O BUBBLER,4.5
SMOKE SUPPLIES,,APD21,COLORED I/O CHILLUM,1.25
,,THERMAL T-SHIRT SIZE 2XL,THERMAL T-SHIRT SIZE 2XL,5.5
CBD,,7.89459E+11,BLUUM POD NIC TOBACCO,9.5
CBD,,7.2992E+11,BLUUM NANO POD PEACH TEA,10.5
SMOKE SUPPLIES,,JA283,OUTSIDE STRIP WORK ONE HITTER,1.25
CBD,E-LIQUID,7.25413E+11,CBD E-LIQUID PEACH MANGO 500MG,9.5
CBD,E-LIQUID,7.25543E+11,CBD E-LIQUID BLUEBERRY 500MG,9.5
CBD,,7.89459E+11,BLUUM POD NIC KUSH,9.5
CBD,BATH SALT,CBD BATH SALT SOAK 200MG,CBD BATH SALT SOAK 200MG,12
,,8.01822E+11,DOMINOES 28PC W/BOX,4.75
,,A+ PLUS EUROPE $2 CARD,A+ PLUS EUROPE $2 CARD ,1.55
CBD,E-LIQUID,7.25363E+11,CBD E-LIQUID LEMON LIME 500MG,9.5
SMOKE SUPPLIES,,6.94517E+12,SPARK DISPOSABLE CLEAR LIGHTER,5
SMOKE SUPPLIES,,A33,CHROME ROUND SPINNING ASHTRAY,4.5
CBD,,7.44368E+11,HEMP PAIN FREEZE,42
SMOKE SUPPLIES,PIPES,XC17,2.5 TWISTED BODY SPOON,1.75
SMOKE SUPPLIES,,5306,4 MIX DESIGN SPOON ,2.5
CBD,,7.2992E+11,BLUUM NANO POD BERRY,10.5
FOOD & BEVERAGE,,6.45313E+11,LEVEL HEAD CBD COFFEE 12PK,45
SMOKE SUPPLIES,PIPES,MM627,MM627 PIPES,1.25
SMOKE SUPPLIES,,SDK7,3DOUBLE TON FRIT WORK R4 PIPE,2
SMOKE SUPPLIES,,ISP479,4 TWISTED ROD WORK MT SPOON,2.5
SMOKE SUPPLIES,,6.94579E+12,MK TORCH BURN LIGHTR  ZY-218WH,12.5
PLASTIC/PAPER GOODS,,VENDY CARRY BAGS,THANK YOU CARRY OUT BG 1000CT,13.5
